sample_id,family,distribution,vm,run,sample,started_at_utc,input_sha256,ffmpeg_exit_code,elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
bazzite-r01-s03,fedora,bazzite,bazzite,1,3,2026-09-13T14:35:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.001,371.8,92.8,306.148,1001.395,12.6,11.002,5.5,3.56,1.999,0.0,5.504,19.0,1.604
bazzite-r01-s04,fedora,bazzite,bazzite,1,4,2026-09-13T14:35:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.003,374.3,92.8,306.246,1000.898,12.6,14.439,7.5,3.431,1.996,0.0,7.504,19.0,1.604
bazzite-r01-s05,fedora,bazzite,bazzite,1,5,2026-09-13T14:35:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.004,363.8,89.9,306.273,1000.555,12.6,17.939,9.75,3.498,2.249,0.0,9.754,19.0,1.604
bazzite-r01-s06,fedora,bazzite,bazzite,1,6,2026-09-13T14:35:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.004,356.8,88.4,306.359,1000.508,12.6,21.283,11.75,3.342,1.999,0.0,11.754,19.0,2.116
bazzite-r01-s07,fedora,bazzite,bazzite,1,7,2026-09-13T14:35:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.005,369.8,91.8,306.383,1000.227,12.6,24.783,13.75,3.498,1.999,0.0,13.754,19.0,2.116
bazzite-r01-s08,fedora,bazzite,bazzite,1,8,2026-09-13T14:35:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.005,367.8,90.9,306.414,999.961,12.6,28.314,15.75,3.529,1.999,0.0,15.754,19.0,2.116
bazzite-r01-s09,fedora,bazzite,bazzite,1,9,2026-09-13T14:35:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.006,369.8,91.8,306.453,999.887,12.6,31.555,18.0,3.239,2.249,0.0,18.004,12.0,2.116
bazzite-r01-s10,fedora,bazzite,bazzite,1,10,2026-09-13T14:35:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.007,61.9,15.4,0.0,762.191,9.6,31.555,18.615,0.0,0.615,0.0,18.617,1.0,2.116
bazzite-r02-s01,fedora,bazzite,bazzite,2,1,2026-09-13T14:35:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.002,303.3,75.6,304.762,984.742,12.4,4.064,1.5,4.056,1.497,0.0,1.504,19.0,2.026
bazzite-r02-s02,fedora,bazzite,bazzite,2,2,2026-09-13T14:35:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.002,367.8,90.9,305.961,985.27,12.4,7.532,3.5,3.467,1.999,0.0,3.504,19.0,2.026
bazzite-r02-s03,fedora,bazzite,bazzite,2,3,2026-09-13T14:35:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.004,368.5,91.4,306.383,984.988,12.4,11.064,5.5,3.527,1.997,0.0,5.504,19.0,2.265
bazzite-r02-s04,fedora,bazzite,bazzite,2,4,2026-09-13T14:35:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.004,363.8,90.1,306.492,984.711,12.4,14.532,7.5,3.467,1.999,0.0,7.504,19.0,2.265
bazzite-r02-s05,fedora,bazzite,bazzite,2,5,2026-09-13T14:35:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.005,368.6,91.6,306.539,984.148,12.4,18.064,9.75,3.528,2.248,0.0,9.754,19.0,2.265
bazzite-r02-s06,fedora,bazzite,bazzite,2,6,2026-09-13T14:35:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.006,360.6,89.2,306.637,984.32,12.4,21.47,11.75,3.402,1.998,0.0,11.754,19.0,2.265
bazzite-r02-s07,fedora,bazzite,bazzite,2,7,2026-09-13T14:35:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.007,373.8,92.8,306.652,984.039,12.4,24.876,13.75,3.405,1.999,0.0,13.754,19.0,2.265
bazzite-r02-s08,fedora,bazzite,bazzite,2,8,2026-09-13T14:35:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.007,369.8,91.3,306.664,984.234,12.4,28.251,15.75,3.373,1.999,0.0,15.754,19.0,2.484
bazzite-r02-s09,fedora,bazzite,bazzite,2,9,2026-09-13T14:35:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.008,371.6,91.9,306.762,983.953,12.4,31.554,17.75,3.3,1.998,0.0,17.754,18.0,2.484
bazzite-r02-s10,fedora,bazzite,bazzite,2,10,2026-09-13T14:35:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.009,76.0,19.1,0.0,744.148,9.4,31.554,18.615,0.0,0.865,0.0,18.617,1.0,2.484
bazzite-r03-s01,fedora,bazzite,bazzite,3,1,2026-09-13T14:35:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.002,301.4,74.6,304.496,994.297,12.6,4.001,1.25,3.994,1.248,0.0,1.254,19.0,2.285
bazzite-r03-s02,fedora,bazzite,bazzite,3,2,2026-09-13T14:35:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.002,369.8,91.6,305.727,1002.305,12.7,7.47,3.5,3.467,2.249,0.0,3.504,19.0,2.285
bazzite-r03-s03,fedora,bazzite,bazzite,3,3,2026-09-13T14:35:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.003,369.8,91.6,306.086,1002.031,12.7,10.876,5.5,3.405,1.999,0.0,5.504,19.0,2.285
bazzite-r03-s04,fedora,bazzite,bazzite,3,4,2026-09-13T14:35:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.003,369.8,91.9,306.227,1001.75,12.6,14.157,7.5,3.28,1.999,0.0,7.504,19.0,2.285
bazzite-r03-s05,fedora,bazzite,bazzite,3,5,2026-09-13T14:35:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.004,361.8,89.1,306.238,1001.309,12.6,17.407,9.25,3.249,1.749,0.0,9.254,19.0,2.502
bazzite-r03-s06,fedora,bazzite,bazzite,3,6,2026-09-13T14:35:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.006,356.3,87.9,306.328,1001.027,12.6,20.626,11.25,3.212,1.996,0.0,11.254,19.0,2.502
bazzite-r03-s07,fedora,bazzite,bazzite,3,7,2026-09-13T14:35:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.006,376.8,93.3,306.348,1000.766,12.6,24.001,13.25,3.373,1.999,0.0,13.254,19.0,2.502
bazzite-r03-s08,fedora,bazzite,bazzite,3,8,2026-09-13T14:35:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.007,372.8,92.8,306.375,1000.719,12.6,27.376,15.25,3.373,1.999,0.0,15.254,19.0,2.502
bazzite-r03-s09,fedora,bazzite,bazzite,3,9,2026-09-13T14:35:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.008,370.3,92.1,306.395,1000.68,12.6,30.814,17.25,3.431,1.996,0.0,17.254,19.0,2.502
bazzite-r03-s10,fedora,bazzite,bazzite,3,10,2026-09-13T14:35:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.009,175.9,43.7,0.0,755.176,9.5,31.554,18.615,0.74,1.364,0.0,18.617,1.0,2.783
bazzite-r04-s01,fedora,bazzite,bazzite,4,1,2026-09-13T14:35:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.001,304.7,75.8,304.398,996.223,12.6,4.032,1.25,4.03,1.249,0.0,1.27,19.0,2.783
bazzite-r04-s02,fedora,bazzite,bazzite,4,2,2026-09-13T14:35:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,367.8,91.4,305.559,996.422,12.6,7.532,3.5,3.498,2.249,0.0,3.52,19.0,3.121
bazzite-r04-s03,fedora,bazzite,bazzite,4,3,2026-09-13T14:35:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.003,369.3,91.3,305.965,995.922,12.6,11.095,5.5,3.556,1.996,0.0,5.52,19.0,3.121
bazzite-r04-s04,fedora,bazzite,bazzite,4,4,2026-09-13T14:35:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.004,372.7,92.1,306.043,995.883,12.6,14.501,7.5,3.403,1.998,0.0,7.52,19.0,3.121
bazzite-r04-s05,fedora,bazzite,bazzite,4,5,2026-09-13T14:35:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.005,368.4,91.1,306.062,996.008,12.6,18.001,9.75,3.494,2.246,0.0,9.77,19.0,3.121
bazzite-r04-s06,fedora,bazzite,bazzite,4,6,2026-09-13T14:35:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.007,361.4,89.4,306.156,995.508,12.6,21.439,11.75,3.432,1.997,0.0,11.77,19.0,3.121
bazzite-r04-s07,fedora,bazzite,bazzite,4,7,2026-09-13T14:35:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.008,373.8,92.1,306.172,995.227,12.6,24.939,13.75,3.498,1.999,0.0,13.77,19.0,3.271
bazzite-r04-s08,fedora,bazzite,bazzite,4,8,2026-09-13T14:35:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.008,367.8,91.3,306.188,994.883,12.6,28.439,16.0,3.499,2.249,0.0,16.02,19.0,3.271
bazzite-r04-s09,fedora,bazzite,bazzite,4,9,2026-09-13T14:35:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.008,364.8,90.1,305.938,994.836,12.6,31.554,18.0,3.114,1.999,0.0,18.02,8.0,3.271
bazzite-r04-s10,fedora,bazzite,bazzite,4,10,2026-09-13T14:35:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.009,59.0,14.6,0.0,769.035,9.7,31.554,18.615,0.0,0.615,0.0,18.633,1.0,3.271
bazzite-r05-s01,fedora,bazzite,bazzite,5,1,2026-09-13T14:36:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.002,300.3,74.5,304.699,1004.281,12.7,3.971,1.25,3.962,1.247,0.0,1.254,19.0,3.009
bazzite-r05-s02,fedora,bazzite,bazzite,5,2,2026-09-13T14:36:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.003,367.8,90.4,305.875,1004.707,12.7,7.439,3.5,3.467,2.249,0.0,3.504,19.0,3.009
bazzite-r05-s03,fedora,bazzite,bazzite,5,3,2026-09-13T14:36:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.004,369.4,91.8,306.27,1004.422,12.7,11.033,5.5,3.588,1.997,0.0,5.504,19.0,3.009
bazzite-r05-s04,fedora,bazzite,bazzite,5,4,2026-09-13T14:36:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.005,369.8,91.6,306.352,1003.922,12.7,14.533,7.5,3.498,1.999,0.0,7.504,19.0,3.089
bazzite-r05-s05,fedora,bazzite,bazzite,5,5,2026-09-13T14:36:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.005,371.8,92.1,306.391,1003.367,12.7,18.064,9.75,3.53,2.249,0.0,9.754,19.0,3.089
bazzite-r05-s06,fedora,bazzite,bazzite,5,6,2026-09-13T14:36:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.007,360.5,89.6,306.492,1002.867,12.7,21.439,11.75,3.371,1.997,0.0,11.754,19.0,3.089
bazzite-r05-s07,fedora,bazzite,bazzite,5,7,2026-09-13T14:36:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.007,371.8,91.9,306.508,1002.367,12.7,24.877,13.75,3.435,1.999,0.0,13.754,19.0,3.089
bazzite-r05-s08,fedora,bazzite,bazzite,5,8,2026-09-13T14:36:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.008,366.8,90.4,306.551,1001.805,12.6,28.377,16.0,3.498,2.249,0.0,16.004,19.0,3.089
bazzite-r05-s09,fedora,bazzite,bazzite,5,9,2026-09-13T14:36:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.008,367.8,91.1,306.531,1001.523,12.6,31.555,18.0,3.176,1.999,0.0,18.004,12.0,3.482
bazzite-r05-s10,fedora,bazzite,bazzite,5,10,2026-09-13T14:36:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.009,63.9,15.8,0.0,767.543,9.7,31.555,18.615,0.0,0.615,0.0,18.617,1.0,3.482
bazzite-r06-s01,fedora,bazzite,bazzite,6,1,2026-09-13T14:36:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.001,304.8,75.9,304.105,992.684,12.5,4.033,1.25,4.031,1.249,0.0,1.254,19.0,3.524
bazzite-r06-s02,fedora,bazzite,bazzite,6,2,2026-09-13T14:36:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.002,365.6,90.6,305.191,993.465,12.5,7.471,3.5,3.433,2.247,0.0,3.504,19.0,3.524
bazzite-r06-s03,fedora,bazzite,bazzite,6,3,2026-09-13T14:36:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.004,369.0,91.4,305.625,993.184,12.5,11.064,5.5,3.584,1.995,0.0,5.504,19.0,3.524
bazzite-r06-s04,fedora,bazzite,bazzite,6,4,2026-09-13T14:36:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.005,366.7,90.4,305.734,993.672,12.5,14.471,7.5,3.404,1.998,0.0,7.504,19.0,3.524
bazzite-r06-s05,fedora,bazzite,bazzite,6,5,2026-09-13T14:36:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.006,368.5,91.9,305.75,993.109,12.5,17.971,9.75,3.495,2.247,0.0,9.754,19.0,3.524
bazzite-r06-s06,fedora,bazzite,bazzite,6,6,2026-09-13T14:36:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.007,360.8,89.2,305.848,992.828,12.5,21.377,11.75,3.405,1.999,0.0,11.754,19.0,3.723
bazzite-r06-s07,fedora,bazzite,bazzite,6,7,2026-09-13T14:36:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.008,367.6,91.1,305.863,993.027,12.5,24.814,13.75,3.434,1.998,0.0,13.754,19.0,3.723
bazzite-r06-s08,fedora,bazzite,bazzite,6,8,2026-09-13T14:36:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.008,367.8,90.6,305.895,992.762,12.5,28.346,15.75,3.53,1.999,0.0,15.754,19.0,3.723
bazzite-r06-s09,fedora,bazzite,bazzite,6,9,2026-09-13T14:36:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.009,365.8,91.4,306.055,994.113,12.6,31.555,18.0,3.208,2.249,0.0,18.004,18.0,3.723
bazzite-r06-s10,fedora,bazzite,bazzite,6,10,2026-09-13T14:36:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.009,71.0,17.4,0.0,755.16,9.5,31.555,18.615,0.0,0.615,0.0,18.617,1.0,3.723
bazzite-r07-s01,fedora,bazzite,bazzite,7,1,2026-09-13T14:36:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,300.9,74.8,304.84,977.035,12.3,3.939,1.25,3.939,1.25,0.0,1.254,19.0,3.424
bazzite-r07-s02,fedora,bazzite,bazzite,7,2,2026-09-13T14:36:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,365.5,90.9,305.977,978.91,12.4,7.408,3.5,3.464,2.247,0.0,3.504,19.0,3.424
bazzite-r07-s03,fedora,bazzite,bazzite,7,3,2026-09-13T14:36:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.002,372.6,92.1,306.379,978.414,12.4,10.877,5.5,3.465,1.998,0.0,5.504,19.0,3.39
bazzite-r07-s04,fedora,bazzite,bazzite,7,4,2026-09-13T14:36:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.004,370.3,91.9,306.551,978.133,12.4,14.314,7.5,3.431,1.996,0.0,7.504,19.0,3.39
bazzite-r07-s05,fedora,bazzite,bazzite,7,5,2026-09-13T14:36:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.005,366.8,91.1,306.57,978.559,12.4,17.752,9.5,3.436,1.999,0.0,9.504,19.0,3.39
bazzite-r07-s06,fedora,bazzite,bazzite,7,6,2026-09-13T14:36:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.007,358.3,88.9,306.652,978.535,12.4,21.033,11.5,3.275,1.996,0.0,11.504,19.0,3.39
bazzite-r07-s07,fedora,bazzite,bazzite,7,7,2026-09-13T14:36:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.008,370.7,91.8,306.664,978.254,12.4,24.439,13.5,3.404,1.998,0.0,13.504,19.0,3.39
bazzite-r07-s08,fedora,bazzite,bazzite,7,8,2026-09-13T14:36:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.008,365.8,90.4,306.68,978.426,12.4,27.877,15.5,3.436,1.999,0.0,15.504,19.0,3.6
bazzite-r07-s09,fedora,bazzite,bazzite,7,9,2026-09-13T14:36:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.012,370.7,91.4,306.699,978.402,12.4,31.314,17.5,3.426,1.993,0.0,17.504,19.0,3.6
bazzite-r07-s10,fedora,bazzite,bazzite,7,10,2026-09-13T14:36:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.012,122.9,30.4,0.0,736.977,9.3,31.555,18.615,0.24,1.115,0.0,18.617,1.0,3.6
bazzite-r08-s01,fedora,bazzite,bazzite,8,1,2026-09-13T14:36:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.002,305.4,76.0,304.848,982.508,12.4,4.033,1.5,4.025,1.497,0.0,1.504,19.0,3.311
bazzite-r08-s02,fedora,bazzite,bazzite,8,2,2026-09-13T14:36:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.002,365.8,90.6,305.977,982.23,12.4,7.502,3.5,3.467,1.999,0.0,3.504,19.0,3.311
bazzite-r08-s03,fedora,bazzite,bazzite,8,3,2026-09-13T14:36:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.003,374.8,93.1,306.371,981.949,12.4,11.096,5.5,3.592,1.999,0.0,5.504,19.0,3.311
bazzite-r08-s04,fedora,bazzite,bazzite,8,4,2026-09-13T14:36:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.003,369.8,91.6,306.461,981.391,12.4,14.658,7.75,3.56,2.248,0.0,7.754,19.0,3.311
bazzite-r08-s05,fedora,bazzite,bazzite,8,5,2026-09-13T14:36:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.004,370.7,91.6,306.477,981.344,12.4,18.127,9.75,3.466,1.999,0.0,9.754,19.0,3.446
bazzite-r08-s06,fedora,bazzite,bazzite,8,6,2026-09-13T14:36:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.005,359.8,89.4,306.566,981.52,12.4,21.564,11.75,3.436,1.999,0.0,11.754,19.0,3.446
bazzite-r08-s07,fedora,bazzite,bazzite,8,7,2026-09-13T14:36:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.006,369.6,92.1,306.578,981.258,12.4,25.033,13.75,3.465,1.998,0.0,13.754,19.0,3.446
bazzite-r08-s08,fedora,bazzite,bazzite,8,8,2026-09-13T14:36:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.006,369.8,91.4,306.594,980.914,12.4,28.564,16.0,3.529,2.248,0.0,16.004,19.0,3.446
bazzite-r08-s09,fedora,bazzite,bazzite,8,9,2026-09-13T14:36:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.007,367.6,91.6,306.258,980.414,12.4,31.555,18.0,2.988,1.998,0.0,18.004,7.0,3.446
bazzite-r08-s10,fedora,bazzite,bazzite,8,10,2026-09-13T14:36:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.008,51.0,12.2,0.0,744.957,9.4,31.555,18.615,0.0,0.615,0.0,18.617,1.0,3.491
bazzite-r09-s01,fedora,bazzite,bazzite,9,1,2026-09-13T14:37:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.001,308.6,76.5,304.602,1000.613,12.6,4.064,1.5,4.059,1.498,0.0,1.535,19.0,3.491
bazzite-r09-s02,fedora,bazzite,bazzite,9,2,2026-09-13T14:37:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.002,364.8,90.4,305.695,1000.117,12.6,7.471,3.5,3.404,1.999,0.0,3.535,19.0,3.772
bazzite-r09-s03,fedora,bazzite,bazzite,9,3,2026-09-13T14:37:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.002,364.8,90.4,306.145,1000.285,12.6,11.033,5.5,3.56,1.999,0.0,5.535,19.0,3.772
bazzite-r09-s04,fedora,bazzite,bazzite,9,4,2026-09-13T14:37:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.003,368.7,91.6,306.227,1000.035,12.6,14.502,7.5,3.466,1.998,0.0,7.535,19.0,3.772
bazzite-r09-s05,fedora,bazzite,bazzite,9,5,2026-09-13T14:37:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.004,365.6,90.1,306.25,999.691,12.6,18.002,9.75,3.496,2.247,0.0,9.785,19.0,3.772
bazzite-r09-s06,fedora,bazzite,bazzite,9,6,2026-09-13T14:37:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.005,360.8,89.6,306.34,999.191,12.6,21.408,11.75,3.405,1.999,0.0,11.785,19.0,3.772
bazzite-r09-s07,fedora,bazzite,bazzite,9,7,2026-09-13T14:37:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.005,371.8,92.3,306.363,999.152,12.6,24.877,13.75,3.467,1.999,0.0,13.785,19.0,3.871
bazzite-r09-s08,fedora,bazzite,bazzite,9,8,2026-09-13T14:37:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.007,363.4,89.7,306.414,998.887,12.6,28.314,15.75,3.431,1.996,0.0,15.785,19.0,3.871
bazzite-r09-s09,fedora,bazzite,bazzite,9,9,2026-09-13T14:37:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.007,370.8,91.4,306.391,998.324,12.6,31.555,18.0,3.239,2.249,0.0,18.035,12.0,3.871
bazzite-r09-s10,fedora,bazzite,bazzite,9,10,2026-09-13T14:37:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.008,67.9,16.8,0.0,755.766,9.5,31.555,18.615,0.0,0.615,0.0,18.648,1.0,3.871
bazzite-r10-s01,fedora,bazzite,bazzite,10,1,2026-09-13T14:37:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.001,308.7,77.0,304.441,1019.801,12.9,4.063,1.5,4.06,1.499,0.0,1.504,19.0,3.561
bazzite-r10-s02,fedora,bazzite,bazzite,10,2,2026-09-13T14:37:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,373.8,92.8,305.59,1019.523,12.9,7.594,3.5,3.529,1.999,0.0,3.504,19.0,3.561
